,tel,appid,time,count
10937,13900006576,10001,160572,1
10938,13900006576,10005,1034,2
10939,13900006576,341500,50,1
10940,13900006577,90144,110,1
10941,13900006578,80609,375,1
10942,13900006579,10005,145,1
10943,13900006580,10005,0,1
10944,13900006581,10005,783,2
10945,13900006581,30428,2105,1
10946,13900006581,131319,10760,4
10947,13900006581,151267,56,1
10948,13900006581,200335,60,1
10949,13900006582,41313,83192,1
10950,13900006582,151446,1961,3
10951,13900006582,181552,5204,1
10952,13900006582,190405,830,1
10953,13900006582,221061,48510,5
10954,13900006582,330400,80355,1
10955,13900006582,340786,125895,2
10956,13900006582,370955,149,1
10957,13900006583,221061,259,1
10958,13900006583,270231,111,1
10959,13900006583,341266,289,1
10960,13900006583,371262,1474,3
10961,13900006584,90144,161,1
10962,13900006585,10001,140,1
10963,13900006586,10005,372,2
10964,13900006586,11233,649,1
10965,13900006586,80121,706,2
10966,13900006586,80609,2055,5
10967,13900006587,10001,265,1
10968,13900006587,10005,52,1
10969,13900006588,80609,362,1
10970,13900006589,10001,2233,2
10971,13900006589,10205,15419,2
10972,13900006589,200335,436,6
10973,13900006590,10005,181,1
10974,13900006591,10005,5650,3
10975,13900006591,151186,2130,1
10976,13900006592,151267,87650,1
10977,13900006592,341266,433,5
10978,13900006593,30035,71,1
10979,13900006594,10001,195,1
10980,13900006594,70106,293,1
10981,13900006594,231973,46,1
10982,13900006594,270231,160,1
10983,13900006594,271134,111,1
10984,13900006595,170392,70,1
10985,13900006595,200442,80,1
10986,13900006596,10005,1462,2
10987,13900006596,250331,750,1
10988,13900006596,370955,336,1
10989,13900006597,10205,31636,3
10990,13900006598,10005,81,1
10991,13900006599,181552,4189,2
10992,13900006600,10001,524,2
10993,13900006600,60070,89,1
10994,13900006601,10001,72,1
10995,13900006601,30428,206,1
10996,13900006602,10005,3129,6
10997,13900006602,30035,6178,8
10998,13900006602,180183,1160,1
10999,13900006602,181512,65,1
11000,13900006603,10005,175,1
11001,13900006604,10005,160,1
11002,13900006604,70328,70,1
11003,13900006605,51636,678,2
11004,13900006606,10005,11129,9
11005,13900006607,10005,535,4
11006,13900006608,70475,145,1
11007,13900006609,271134,151,1
11008,13900006610,180182,284,2
11009,13900006611,60069,188,1
11010,13900006612,70096,141,1
11011,13900006612,151499,94,1
11012,13900006612,220499,674,5
11013,13900006613,10005,269,1
11014,13900006613,211335,89,1
11015,13900006614,10001,285,2
11016,13900006614,50053,615,4
11017,13900006614,200335,196,1
11018,13900006614,200842,70,1
11019,13900006615,90144,1457,10
11020,13900006616,10005,453,3
11021,13900006617,20451,58310,7
11022,13900006617,180309,67575,1
11023,13900006618,10005,239,2
11024,13900006618,220371,2110,1
11025,13900006619,10001,250,1
11026,13900006620,10001,200,1
11027,13900006621,10001,130,1
11028,13900006622,271134,160,1
11029,13900006623,50048,7275,12
11030,13900006623,271134,301,2
11031,13900006624,10001,20045,1
11032,13900006624,70109,5923,2
11033,13900006625,10005,159,1
11034,13900006625,70526,8865,1
11035,13900006625,180230,53022,5
11036,13900006625,340962,135,1
11037,13900006625,371262,206,1
11038,13900006626,10001,3665,2
11039,13900006626,10005,19640,10
11040,13900006627,10001,5425,2
11041,13900006627,90144,190,2
11042,13900006627,200335,114,1
11043,13900006627,200439,363,2
11044,13900006627,340370,26471,1
11045,13900006628,341309,201,1
11046,13900006629,70109,994,6
11047,13900006630,81416,355,1
11048,13900006630,270386,149,1
11049,13900006631,10001,2194,1
11050,13900006631,10005,1179,1
11051,13900006631,200368,8216,8
11052,13900006631,200853,2955,4
11053,13900006631,201106,2045,1
11054,13900006631,270386,90,1
11055,13900006632,10005,1516,6
11056,13900006633,331761,1310,1
11057,13900006634,60069,115,1
11058,13900006635,50053,2020,1
11059,13900006636,330481,1937,2
11060,13900006637,10005,87,1
11061,13900006638,10005,146,1
11062,13900006639,41313,1485,1
11063,13900006639,171190,482,1
11064,13900006639,200352,3300,1
11065,13900006640,10005,616,4
11066,13900006641,20451,90637,3
11067,13900006642,70106,290,1
11068,13900006643,200335,685,2
11069,13900006644,180933,160,1
11070,13900006645,40423,127,2
11071,13900006646,10005,1096,6
11072,13900006647,10005,122,1
11073,13900006647,211504,305,1
11074,13900006647,270974,465,1
11075,13900006648,10005,150,1
11076,13900006649,131172,75,1
11077,13900006649,200415,470,1
11078,13900006650,180688,404,2
11079,13900006651,40384,3828,1
11080,13900006651,220371,1391,2
11081,13900006651,340787,310,1
11082,13900006652,70493,10806,1
11083,13900006653,200837,39,1
11084,13900006654,70526,105,1
11085,13900006655,171190,221,1
11086,13900006656,10005,171,1
11087,13900006657,10005,315,1
11088,13900006658,60071,60,1
11089,13900006659,50057,5070,1
11090,13900006660,70109,205,2
11091,13900006661,10001,390,1
11092,13900006662,10005,151,1
11093,13900006663,10005,336,1
11094,13900006663,40423,462,2
11095,13900006663,151385,150,1
11096,13900006664,151499,32296,1
11097,13900006664,170392,55,1
11098,13900006664,210356,110,1
11099,13900006664,221061,130,1
11100,13900006664,270974,65297,7
11101,13900006665,10005,85,1
11102,13900006666,30044,282,1
11103,13900006666,40512,2968,1
11104,13900006666,250366,167,1
11105,13900006667,10005,11425,13
11106,13900006668,10005,212,1
11107,13900006669,70106,59145,1
11108,13900006670,10001,80,1
11109,13900006671,270231,120,1
11110,13900006672,60071,81,1
11111,13900006672,71455,506,1
11112,13900006673,50054,52,1
11113,13900006674,80609,673,2
11114,13900006674,271854,1795,1
11115,13900006674,330241,3565,2
11116,13900006675,70109,12546,2
11117,13900006676,10005,110,1
11118,13900006677,10005,260,2
11119,13900006677,20032,5706,3
11120,13900006677,81269,623,2
11121,13900006678,311360,106,1
11122,13900006679,10005,168,1
11123,13900006680,20515,88688,2
11124,13900006681,10005,351,2
11125,13900006682,200415,149,1
11126,13900006683,10005,160,1
11127,13900006683,40423,231983,6
11128,13900006684,31480,60,1
11129,13900006684,180183,183996,7
11130,13900006684,181510,13669,1
11131,13900006684,330400,51725,8
11132,13900006685,10001,925,5
11133,13900006685,71455,39036,1
11134,13900006686,10005,9098,4
11135,13900006687,10005,140,1
11136,13900006688,10005,149,1
11137,13900006689,10001,294,1
11138,13900006689,10005,4590,1
11139,13900006689,10205,928,1
11140,13900006690,271134,4892,1
11141,13900006691,201522,229,1
11142,13900006692,11282,59980,1
11143,13900006693,10005,635,2
11144,13900006694,70096,145,1
11145,13900006695,50066,28464,7
11146,13900006696,70099,71,1
11147,13900006697,50048,55,1
11148,13900006698,10005,535,2
11149,13900006698,151473,445,2
11150,13900006698,341309,1715,1
11151,13900006699,10005,150,1
11152,13900006700,10205,60351,1
11153,13900006700,70096,351,1
11154,13900006700,171190,239,1
11155,13900006701,10006,74,1
11156,13900006701,70109,1408,14
11157,13900006701,270231,115,1
11158,13900006701,271134,150,1
11159,13900006702,10001,34796,1
11160,13900006703,10005,1287,8
11161,13900006704,10005,162118,24
11162,13900006705,10005,200,1
11163,13900006706,30035,70,1
11164,13900006706,181512,81,1
11165,13900006706,271134,110,1
11166,13900006707,10005,2053,5
11167,13900006708,20451,3718,3
11168,13900006708,180309,4695,3
11169,13900006709,50053,81381,1
11170,13900006710,311360,151,1
11171,13900006711,10005,50270,4
11172,13900006711,11282,30069,1
11173,13900006711,50436,2289,3
11174,13900006711,151229,11228,1
11175,13900006711,180186,378,4
11176,13900006711,180229,295,2
11177,13900006711,270232,191,2
11178,13900006711,271134,149,1
11179,13900006711,340788,110,1
11180,13900006712,341270,298,1
11181,13900006713,10005,71736,1
11182,13900006713,10006,16296,4
11183,13900006714,10005,2146,2
11184,13900006715,10005,106,1
11185,13900006715,270974,502,3
11186,13900006716,10005,335,2
11187,13900006716,60494,160,1
11188,13900006716,200442,86,1
11189,13900006717,40382,130,1
11190,13900006718,10005,14410,1
11191,13900006719,221061,51,1
11192,13900006719,370955,75,1
11193,13900006720,10006,54,1
11194,13900006720,50417,49,1
11195,13900006720,51636,989,15
11196,13900006721,341660,314,1
11197,13900006722,10005,161,1
11198,13900006723,60365,107,1
11199,13900006724,50053,320,1
11200,13900006725,10005,144,1
11201,13900006726,190905,2269,1
11202,13900006727,10005,82,1
11203,13900006727,151342,2372,1
11204,13900006728,70106,23545,1
11205,13900006728,80609,989,2
11206,13900006729,270231,127,1
11207,13900006730,10001,28874,1
11208,13900006730,10005,18989,1
11209,13900006730,270719,30188,1
11210,13900006730,350080,31548,2
11211,13900006731,50057,65,1
11212,13900006731,90144,90,1
11213,13900006732,31909,1748,1
11214,13900006732,341509,1439,1
11215,13900006733,10005,2022,10
11216,13900006733,40423,115,2
11217,13900006734,10005,608,3
11218,13900006735,71455,220,2
11219,13900006735,230253,80,1
11220,13900006736,10005,3452,2
11221,13900006737,20451,95,1
11222,13900006738,10005,124,1
11223,13900006739,30428,76227,1
11224,13900006740,50049,4353,4
11225,13900006740,151368,435,4
11226,13900006740,271134,465,3
11227,13900006740,341211,174,1
11228,13900006741,180688,155,1
11229,13900006742,51636,115,1
11230,13900006743,10005,150,1
11231,13900006744,70104,65,1
11232,13900006745,10005,105,1
11233,13900006746,180688,193,1
11234,13900006747,10005,119,1
11235,13900006748,40382,125,1
11236,13900006748,220499,165742,2
11237,13900006748,330400,17903,10
11238,13900006748,341351,210,1
11239,13900006749,10005,4209,2
11240,13900006750,10001,11613,2
11241,13900006750,60069,150,1
11242,13900006751,70109,145,1
11243,13900006752,270974,4346,1
11244,13900006753,270231,80,1
11245,13900006753,330400,128,2
11246,13900006754,10005,175,1
11247,13900006755,10005,190,1
11248,13900006755,50054,8839,3
11249,13900006755,310401,2260,1
11250,13900006756,10005,22057,2
11251,13900006757,10005,114,1
11252,13900006758,10005,79238,7
11253,13900006759,50057,168218,2
11254,13900006760,10005,350,3
11255,13900006761,10005,0,2
11256,13900006762,10005,231,1
11257,13900006763,10005,84,1
11258,13900006764,40382,99385,1
11259,13900006765,10005,20216,6
11260,13900006766,10001,235,1
11261,13900006766,10005,2573,1
11262,13900006766,30428,7449,1
11263,13900006766,211239,135,1
11264,13900006767,341309,1518,5
11265,13900006768,30044,1990,1
11266,13900006769,10005,286,2
11267,13900006770,341309,150,1
11268,13900006771,10001,139,1
11269,13900006771,70106,84,1
11270,13900006771,180182,205,1
11271,13900006771,200836,70,1
11272,13900006772,271134,0,1
11273,13900006773,21363,137,1
11274,13900006774,10005,639,6
11275,13900006775,311360,90,1
11276,13900006776,10005,96,1
11277,13900006777,151186,2035,1
11278,13900006778,241411,160,1
11279,13900006779,180309,50612,1
11280,13900006780,50053,90,1
11281,13900006781,180185,140,2
11282,13900006782,70093,27275,1
11283,13900006782,80609,783,4
11284,13900006782,340962,146415,2
11285,13900006783,70109,141,1
11286,13900006784,10001,59569,1
11287,13900006785,50057,42683,11
11288,13900006785,151186,2104,1
11289,13900006786,10001,121,1
11290,13900006786,10005,218,2
11291,13900006787,10005,325,2
11292,13900006788,10001,110,1
11293,13900006788,10005,155,1
11294,13900006789,71249,380,1
11295,13900006790,10001,151,1
11296,13900006790,80609,1495,3
11297,13900006791,10005,239,2
11298,13900006792,71249,190,1
11299,13900006793,50066,6965,4
11300,13900006794,50057,60913,1
11301,13900006795,10005,150,1
11302,13900006796,10005,363,2
11303,13900006797,10005,75,1
11304,13900006797,10006,1375,1
11305,13900006798,10005,190,1
11306,13900006799,10001,150,1
11307,13900006799,10005,213,1
11308,13900006800,200442,271,1
11309,13900006801,70526,85,1
11310,13900006802,60069,135,1
11311,13900006803,341309,75,1
11312,13900006804,70104,23345,1
11313,13900006804,341309,99,1
11314,13900006805,50065,300,1
11315,13900006806,60071,180,1
11316,13900006807,10005,216,2
11317,13900006807,40423,57,1
11318,13900006808,10005,120,1
11319,13900006809,10001,1340,1
11320,13900006809,10005,908,4
11321,13900006810,81163,3969,2
11322,13900006811,81010,37955,1
11323,13900006812,10001,10178,6
11324,13900006812,10205,70,1
11325,13900006812,60494,430,2
11326,13900006812,71455,19206,8
11327,13900006812,81863,21238,5
11328,13900006813,10005,90,1
11329,13900006814,10005,121,1
11330,13900006815,341309,0,1
11331,13900006816,10005,175,1
11332,13900006817,10005,270,1
11333,13900006817,70109,65,1
11334,13900006818,71249,180,1
11335,13900006819,70109,6300,1
11336,13900006820,10005,111,1
11337,13900006821,10005,468,3
11338,13900006821,200837,39,1
11339,13900006822,10001,290,1
11340,13900006822,60494,181,1
11341,13900006822,180182,2100,1
11342,13900006823,10005,862,4
11343,13900006823,10006,466,1
11344,13900006823,241133,29779,1
11345,13900006823,270389,3045,1
11346,13900006824,10005,381,2
11347,13900006825,50057,120,1
11348,13900006826,200925,635,2
11349,13900006827,10005,56946,2
11350,13900006828,220499,1137,1
11351,13900006829,201173,140,1
11352,13900006830,10005,115,1
11353,13900006831,10005,480,1
11354,13900006832,200837,614,1
11355,13900006833,20023,92102,1
11356,13900006834,10005,160,1
11357,13900006835,31480,234,1
11358,13900006835,50057,171288,15
11359,13900006836,341309,91,1
11360,13900006837,10005,110,1
11361,13900006838,10005,0,1
11362,13900006839,151342,200,1
11363,13900006840,10005,184,1
11364,13900006841,50057,65,1
11365,13900006842,50501,50,1
11366,13900006842,151740,250,1
11367,13900006843,270231,6723,1
11368,13900006844,10001,149,1
11369,13900006845,10005,148,1
11370,13900006846,200442,392,1
11371,13900006847,10005,230,1
11372,13900006848,70109,945,3
11373,13900006849,50066,65715,4
11374,13900006849,50501,190,1
11375,13900006849,151740,0,1
11376,13900006850,50060,76,1
11377,13900006851,341309,130,1
11378,13900006852,10005,203,1
11379,13900006853,10001,150,1
11380,13900006854,270974,457,1
11381,13900006855,271134,71,1
11382,13900006856,10005,2130,1
11383,13900006857,10001,3056,2
11384,13900006858,10005,688,3
11385,13900006858,10975,161864,10
11386,13900006859,30047,2085,1
11387,13900006860,10001,180,1
11388,13900006860,200335,161,1
11389,13900006861,270348,80,1
11390,13900006862,50057,80,1
11391,13900006862,341309,198,1
11392,13900006863,151446,39348,10
11393,13900006863,220499,39422,13
11394,13900006864,50053,2095,1
11395,13900006865,10005,491,2
11396,13900006865,30035,36468,7
11397,13900006866,10005,712,3
11398,13900006867,70109,190,1
11399,13900006868,10005,2189,1
11400,13900006869,250331,2019,1
11401,13900006869,271134,149,1
11402,13900006870,10005,561,3
11403,13900006870,60069,115,1
11404,13900006871,270231,1339,1
11405,13900006871,340812,115,1
11406,13900006872,10005,304,2
11407,13900006873,180688,206,1
11408,13900006873,200308,126,1
11409,13900006873,270691,271,1
11410,13900006874,60070,626,5
11411,13900006874,60494,480,1
11412,13900006874,220499,44521,2
11413,13900006875,10005,100,1
11414,13900006876,171128,149,1
11415,13900006877,70526,90,1
11416,13900006878,10005,81,1
11417,13900006879,10005,131,1
11418,13900006880,10005,1717,2
11419,13900006881,50057,145,1
11420,13900006881,71249,150,1
11421,13900006882,81163,1903,1
11422,13900006883,70109,600,4
11423,13900006884,10001,145,1
11424,13900006884,10005,150,1
11425,13900006884,11282,30025,1
11426,13900006884,311360,111,1
11427,13900006885,200439,36536,1
11428,13900006886,200837,40,1
11429,13900006887,10005,91,1
11430,13900006888,81010,95,1
11431,13900006888,341309,192,1
11432,13900006889,10005,235,2
11433,13900006890,10005,170,1
11434,13900006891,10005,105,1
11435,13900006892,10005,92,1
11436,13900006893,10005,150,1
11437,13900006894,10001,85,1
11438,13900006894,10005,48078,7
11439,13900006895,10005,110,1
11440,13900006896,10005,419,2
11441,13900006896,70109,156,1
11442,13900006897,220499,4549,1
11443,13900006898,230253,210,2
11444,13900006899,10005,1766,6
11445,13900006900,50436,3612,5
11446,13900006901,30035,115,1
11447,13900006901,341513,6300,2
11448,13900006902,10005,11418,2
11449,13900006903,201038,19632,2
11450,13900006903,221061,9813,3
11451,13900006903,370955,3109,3
11452,13900006904,10005,136,1
11453,13900006904,270231,311045,9
11454,13900006904,321044,100,1
11455,13900006904,340812,120,1
11456,13900006905,50057,24092,4
11457,13900006906,10005,71,1
11458,13900006907,271134,200,1
11459,13900006908,10001,104,1
11460,13900006909,80609,0,1
11461,13900006910,10005,0,1
11462,13900006910,70526,105,1
11463,13900006910,340788,70,1
11464,13900006911,10005,215,1
11465,13900006912,10005,104,1
11466,13900006913,341309,173,1
11467,13900006914,40351,1120,1
11468,13900006914,50057,22534,8
11469,13900006914,80121,80,1
11470,13900006914,81565,79,1
11471,13900006914,200442,109,1
11472,13900006915,81163,6402,1
11473,13900006916,10005,1566,2
11474,13900006917,151499,1567,2
11475,13900006918,10005,2408,2
11476,13900006919,180688,175,1
11477,13900006920,10005,126,1
11478,13900006920,60075,3965,4
11479,13900006920,200442,321,1
11480,13900006920,340788,2104,5
11481,13900006921,50057,70,1
11482,13900006922,10005,340,1
11483,13900006923,341309,415,1
11484,13900006924,10005,85,1
11485,13900006925,10005,240,1
11486,13900006925,271134,157,1
11487,13900006926,210356,130,2
11488,13900006927,70526,70,1
11489,13900006928,170392,85,1
11490,13900006928,171346,360,1
11491,13900006929,10005,1875,1
11492,13900006929,80520,115,1
11493,13900006929,200418,1730,1
11494,13900006930,10001,285,1
11495,13900006931,10005,102,1
11496,13900006932,171128,169,1
11497,13900006932,210356,216,2
11498,13900006933,50048,31051,2
11499,13900006933,200837,40,1
11500,13900006934,70328,162,1
11501,13900006935,50057,16270,8
11502,13900006936,10001,175,2
11503,13900006936,10005,6329,3
11504,13900006936,180229,116,1
11505,13900006936,200335,70,1
11506,13900006937,10001,84175,5
11507,13900006937,10005,3213,24
11508,13900006937,11282,190,1
11509,13900006937,30428,32471,2
11510,13900006937,50048,70936,24
11511,13900006937,50053,331,2
11512,13900006937,50057,192055,1
11513,13900006937,60069,29961,1
11514,13900006937,180229,30981,1
11515,13900006937,200415,4188,1
11516,13900006937,270974,506,1
11517,13900006938,80609,665,2
11518,13900006939,60494,229,1
11519,13900006940,10001,140,1
11520,13900006941,30035,17910,16
11521,13900006941,51390,540,1
11522,13900006942,30035,561,3
11523,13900006943,10005,161,1
11524,13900006943,100408,110,1
11525,13900006944,200844,170,1
11526,13900006944,270231,190,1
11527,13900006945,220499,10924,2
11528,13900006946,10005,0,1
11529,13900006947,70109,150,1
11530,13900006948,300856,55,1
11531,13900006949,10005,37240,5
11532,13900006950,10005,111,1
11533,13900006951,10005,29841,9
11534,13900006951,50057,231,1
11535,13900006952,70526,40237,1
11536,13900006953,30035,88,1
11537,13900006954,10005,115,1
11538,13900006955,10001,120,1
11539,13900006956,10005,595,2
11540,13900006957,10005,145,1
11541,13900006958,100408,90,1
11542,13900006959,50048,6684,11
11543,13900006959,50170,90131,1
11544,13900006959,170488,81716,1
11545,13900006959,180183,71,1
11546,13900006959,220371,73810,5
11547,13900006959,270723,90246,1
11548,13900006959,340788,90,1
11549,13900006959,341348,168732,2
11550,13900006960,151186,1990,1
11551,13900006961,241183,130,1
11552,13900006961,341206,130,1
11553,13900006962,10005,6046,10
11554,13900006962,10205,801,1
11555,13900006963,10001,1762,2
11556,13900006963,10005,1801,2
11557,13900006964,10005,150,1
11558,13900006965,10005,100,1
11559,13900006966,10005,140,1
11560,13900006967,10005,116,1
11561,13900006968,270974,1999,1
11562,13900006969,10005,7803,4
11563,13900006970,10005,4631,4
11564,13900006971,10001,124,1
11565,13900006971,10205,225,1
11566,13900006971,30428,4771,1
11567,13900006972,10005,5585,1
11568,13900006973,10005,2095,2
11569,13900006973,60494,5265,1
11570,13900006974,10005,409,2
11571,13900006974,80902,33342,2
11572,13900006975,10001,100,1
11573,13900006976,311360,130,1
11574,13900006977,10005,214,2
11575,13900006978,10005,150,1
11576,13900006979,10005,5926,1
11577,13900006980,31480,80,1
11578,13900006980,180688,108,1
11579,13900006981,50057,95,1
11580,13900006982,70109,160,1
11581,13900006983,10001,47300,1
11582,13900006984,10001,4540,1
11583,13900006984,10005,44200,1
11584,13900006985,180933,76609,1
11585,13900006986,131172,800,1
11586,13900006987,220499,0,1
11587,13900006988,10005,20747,10
11588,13900006988,40423,802,2
11589,13900006988,340812,110,1
11590,13900006989,50057,6816,2
11591,13900006990,80609,240,1
11592,13900006991,350080,24660,3
11593,13900006992,10005,106,1
11594,13900006993,10005,92,1
11595,13900006994,10005,95,1
11596,13900006994,71249,320,3
11597,13900006995,10005,150,1
11598,13900006995,170392,100,1
11599,13900006995,201169,152,1
11600,13900006995,341378,100271,1
11601,13900006995,341784,84069,4
11602,13900006995,371262,102102,1
11603,13900006996,30035,176,2
11604,13900006997,10005,2110,1
11605,13900006998,220371,2150,1
11606,13900006999,90144,323,3
11607,13900007000,10205,133814,3
11608,13900007000,50053,66,1
11609,13900007000,100408,151,1
11610,13900007000,241183,100,1
11611,13900007001,10005,326,2
11612,13900007002,10001,185,1
11613,13900007003,51390,107616,2
11614,13900007004,10005,22167,3
11615,13900007005,50057,65,1
11616,13900007006,60069,5775,1
11617,13900007007,10001,2189,1
11618,13900007007,50066,2895,3
11619,13900007007,181552,2150,1
11620,13900007007,221061,12932,6
11621,13900007007,250331,1394,1
11622,13900007008,50048,20139,2
11623,13900007009,70109,350,1
11624,13900007010,180183,45,1
11625,13900007010,200335,68090,1
11626,13900007011,70109,300,2
11627,13900007011,70328,14909,1
11628,13900007012,10001,121,1
11629,13900007013,180688,167,1
11630,13900007014,200442,271,1
11631,13900007015,10005,125,2
11632,13900007016,60071,104,2
11633,13900007017,151499,45,1
11634,13900007018,341586,90,1
11635,13900007019,10005,240,1
11636,13900007020,10005,151,1
11637,13900007020,30044,16948,3
11638,13900007020,40512,14539,2
11639,13900007020,231973,7856,1
11640,13900007020,240213,4670,1
11641,13900007020,241183,124698,2
11642,13900007020,251291,58514,1
11643,13900007020,271134,395,3
11644,13900007020,300856,395183,7
11645,13900007021,10001,6365,1
11646,13900007021,40423,832,5
11647,13900007021,51176,5080,1
11648,13900007021,151341,47109,41
11649,13900007021,200439,1990,1
11650,13900007021,210847,370,1
11651,13900007021,220371,255,2
11652,13900007021,231973,121,1
11653,13900007021,251291,9467,3
11654,13900007021,270231,144,1
11655,13900007021,300856,18425,5
11656,13900007022,10005,145,1
11657,13900007023,10005,277,2
11658,13900007024,10005,149,1
11659,13900007025,10001,95,1
11660,13900007025,10005,149,1
11661,13900007026,10005,111,1
11662,13900007027,10204,78456,46
11663,13900007027,50054,81,1
11664,13900007028,220499,60,1
11665,13900007029,180229,11465,6
11666,13900007030,10005,321,1
11667,13900007030,30044,1869,1
11668,13900007030,250331,556,1
11669,13900007030,370955,2150,1
11670,13900007031,10001,189,1
11671,13900007031,10005,86650,9
11672,13900007032,10001,1237,1
11673,13900007032,81536,1860,1
11674,13900007033,10005,165,1
11675,13900007033,270389,121010,1
11676,13900007034,10001,90,1
11677,13900007034,71455,348,1
11678,13900007035,10005,115,1
11679,13900007036,71249,110,1
11680,13900007037,10005,161,1
11681,13900007037,311360,110,1
11682,13900007038,70109,120,1
11683,13900007038,180688,200,1
11684,13900007039,41313,421,1
11685,13900007039,200352,1649,1
11686,13900007039,201038,1885,1
11687,13900007039,340793,1395,1
11688,13900007039,341266,277,4
11689,13900007040,10005,190,1
11690,13900007041,171191,61,1
11691,13900007042,30044,708,6
11692,13900007043,10005,189,1
11693,13900007044,10005,57226,7
11694,13900007045,60070,69,1
11695,13900007045,320292,12157,2
11696,13900007046,50057,2074,1
11697,13900007047,10005,101,1
11698,13900007048,10005,191,1
11699,13900007048,220499,55,1
11700,13900007049,10005,19606,3
11701,13900007050,10005,100,1
11702,13900007051,10005,197,1
11703,13900007052,50065,7580,1
11704,13900007052,220499,13004,2
11705,13900007052,240919,79,1
11706,13900007052,331007,169867,1
11707,13900007053,230252,2070,1
11708,13900007054,70104,0,1
11709,13900007055,10005,276,1
11710,13900007056,10001,360,2
11711,13900007056,10005,690,5
11712,13900007056,171190,67,1
11713,13900007057,10005,1270,2
11714,13900007057,50057,162211,29
11715,13900007057,200308,177,2
11716,13900007058,180369,180824,10
11717,13900007058,201878,199,1
11718,13900007058,241155,7915,1
11719,13900007059,10001,280,1
11720,13900007060,10005,2179,2
11721,13900007061,10005,175,1
11722,13900007062,20349,2763,1
11723,13900007062,270974,2100,3
11724,13900007063,10005,120,1
11725,13900007064,10005,112,1
11726,13900007064,151250,42,1
11727,13900007065,10005,726,5
11728,13900007065,60071,159,1
11729,13900007066,180229,68911,5
11730,13900007066,200396,79280,1
11731,13900007067,31480,200,1
11732,13900007068,10005,106,1
11733,13900007069,10005,70,1
11734,13900007069,200335,70,1
11735,13900007070,10001,145,1
11736,13900007071,10005,320,1
11737,13900007072,60069,184,1
11738,13900007073,180229,670,1
11739,13900007073,270231,23520,1
11740,13900007074,10001,389,2
11741,13900007074,50048,71,1
11742,13900007074,70106,40715,1
11743,13900007075,10001,175,1
11744,13900007075,50060,61,1
11745,13900007075,180187,168748,2
11746,13900007075,180688,229,1
11747,13900007075,321044,145,1
11748,13900007075,341266,80,1
11749,13900007076,81416,4175,3
11750,13900007077,10005,121,1
11751,13900007078,200314,105,1
11752,13900007079,50057,280,2
11753,13900007080,10001,190,1
11754,13900007081,10001,36100,1
11755,13900007081,71455,150,1
11756,13900007082,60071,171,1
11757,13900007083,11282,59888,1
11758,13900007084,10005,7204,5
11759,13900007085,10005,316,2
11760,13900007086,10005,822,5
11761,13900007087,10005,120,1
11762,13900007088,20451,65179,5
11763,13900007088,180309,131838,3
11764,13900007089,81416,1924,1
11765,13900007090,10005,115,1
11766,13900007091,10005,857,4
11767,13900007091,60494,9924,1
11768,13900007092,10005,153,1
11769,13900007093,10005,149,1
11770,13900007094,10001,64581,2
11771,13900007094,10005,6776,4
11772,13900007094,50053,123833,2
11773,13900007094,241183,145,1
11774,13900007095,200837,4710,1
11775,13900007096,220371,49,1
11776,13900007097,70096,161,1
11777,13900007098,10005,240,1
11778,13900007099,350080,188,1
11779,13900007100,10005,120,1
11780,13900007101,50050,1234,1
11781,13900007101,50054,2628,6
11782,13900007101,270231,1319,1
11783,13900007101,310401,1849,1
11784,13900007101,340812,2340,1
11785,13900007102,60069,95,1
11786,13900007103,81648,81,1
11787,13900007104,10005,2189,1
11788,13900007105,10001,155,1
11789,13900007105,340788,111784,1
11790,13900007106,10001,2030,1
11791,13900007106,200335,215,2
11792,13900007107,80609,2356,2
11793,13900007108,10001,33465,2
11794,13900007108,70099,13591,1
11795,13900007108,180229,118255,4
11796,13900007108,341266,61,1
11797,13900007109,10001,248,1
11798,13900007109,10005,8611,6
11799,13900007110,10005,86,1
11800,13900007111,10005,96,1
11801,13900007111,180229,30201,2
11802,13900007111,200352,129252,2
11803,13900007112,10005,619,4
11804,13900007113,10005,131,1
11805,13900007114,50053,127,1
11806,13900007115,10005,155,1
11807,13900007116,10005,91819,2
11808,13900007116,221135,350,2
11809,13900007117,10005,906,5
11810,13900007118,10005,140,1
11811,13900007118,21008,340,1
11812,13900007118,80609,270,1
11813,13900007118,371262,95,1
11814,13900007119,80599,110,1
11815,13900007120,241248,85,1
11816,13900007121,270974,0,1
11817,13900007122,40423,160,1
11818,13900007122,241183,106,1
11819,13900007123,10005,615,3
11820,13900007124,60071,336,2
11821,13900007125,10001,297,1
11822,13900007125,70106,329,1
11823,13900007126,10005,455,3
11824,13900007127,10001,184,1
11825,13900007128,10005,121,1
11826,13900007129,10005,13929,1
11827,13900007130,10001,200,1
11828,13900007130,30428,13026,2
11829,13900007131,50372,153389,3
11830,13900007132,231973,0,1
11831,13900007133,10005,125,1
11832,13900007134,91085,2170,1
11833,13900007135,60479,1534,1
11834,13900007136,70109,350,2
11835,13900007137,50057,90225,1
11836,13900007138,10005,186,1
11837,13900007139,21008,456,1
11838,13900007140,70109,1683,12
11839,13900007141,10001,2924,2
11840,13900007141,180229,259,3
11841,13900007142,50057,70,1
11842,13900007142,180182,80,1
11843,13900007143,10005,101,1
11844,13900007144,10005,145,1
11845,13900007144,180183,1714,1
11846,13900007144,341513,493,1
